step,loss,seconds,tokens,mlx_active_peak_bytes,rss_peak_bytes
100,6.554174423217773,2.2043372909829486,8192,5301758288,3366141952
101,6.650611400604248,2.2307643750100397,8192,5301758288,3366141952
102,6.453858375549316,2.213110457989387,8192,5301758288,3366141952
103,6.699419021606445,2.170250124996528,8192,5301758288,3366141952
104,6.674829006195068,2.2465077500091866,8192,5301758288,3366141952
105,6.534805774688721,2.3593290409771726,8192,5301758288,3366141952
106,6.598156213760376,2.302568750019418,8192,5301758288,3366141952
107,6.44620418548584,2.260576458997093,8192,5301758288,3366141952
108,6.668661594390869,2.162398624990601,8192,5301758288,3366141952
109,6.461154937744141,2.2065770420012996,8192,5301758288,3366141952
110,6.512021541595459,2.189770666998811,8192,5301758288,3366141952
111,6.609214782714844,2.1595077499805484,8192,5301758288,3366141952
112,6.580738067626953,2.184273332997691,8192,5301758288,3366141952
113,6.489387512207031,2.1729242079891264,8192,5301758288,3366141952
114,6.649553060531616,2.130725541006541,8192,5301758288,3366141952
115,6.646740674972534,2.2197562499786727,8192,5301758288,3366141952
116,6.510870695114136,2.1373262499982957,8192,5301758288,3366141952
117,6.632545232772827,2.141453874995932,8192,5301758288,3366141952
118,6.4914870262146,2.358374333998654,8192,5301758288,3366141952
119,6.526832103729248,2.189371917018434,8192,5301758288,3366141952
120,6.692339897155762,2.223944457975449,8192,5301758288,3366141952
121,6.533471345901489,2.2275557079992723,8192,5301758288,3366141952
122,6.447418451309204,2.1716899590101093,8192,5301758288,3366141952
123,6.543286323547363,2.222015957988333,8192,5301758288,3366141952
124,6.369139909744263,2.185653041990008,8192,5301758288,3366141952
125,6.5990149974823,2.1597179579839576,8192,5301758288,3366141952
126,6.545938968658447,2.20636708298116,8192,5301758288,3366141952
127,6.469038724899292,2.202459749998525,8192,5301758288,3366141952
128,6.399784803390503,2.1661590420117136,8192,5301758288,3366141952
129,6.337023019790649,2.203797374997521,8192,5301758288,3366141952
130,6.38019061088562,2.1860642920073587,8192,5301758288,3366141952
