step,loss,seconds,tokens,mlx_active_peak_bytes,rss_peak_bytes
100,6.554174423217773,0.9231902080064174,8192,5430454608,3120971776
101,6.650611400604248,0.8697379579825792,8192,5430503760,3120971776
102,6.453858375549316,0.8811472920060623,8192,5430815056,3120971776
103,6.699419021606445,0.8984740829910152,8192,5430815056,3120971776
104,6.6748292446136475,0.9309022919915151,8192,5430815056,3120971776
105,6.534805536270142,0.9055822500085924,8192,5430815056,3120971776
106,6.598156213760376,0.910123667010339,8192,5430815056,3120971776
107,6.44620418548584,0.9278470829885919,8192,5430815056,3120971776
108,6.668661594390869,0.9528120830073021,8192,5430815056,3120971776
109,6.461154937744141,0.9093930830131285,8192,5430815056,3120971776
110,6.512021541595459,0.8842260410019662,8192,5430815056,3120971776
111,6.609214544296265,0.8980615420150571,8192,5430815056,3120971776
112,6.580738067626953,0.9201443750062026,8192,5430815056,3120971776
113,6.489387512207031,0.8949527080112603,8192,5430815056,3120971776
114,6.649553298950195,0.8735437910072505,8192,5430815056,3120971776
115,6.646740674972534,0.9029732089838944,8192,5430815056,3120971776
116,6.510870456695557,0.9192592080216855,8192,5430815056,3120971776
117,6.632545471191406,1.0206388749938924,8192,5430815056,3120971776
118,6.4914870262146,0.8886544999841135,8192,5430815056,3120971776
119,6.526832103729248,0.936406207998516,8192,5430815056,3120971776
120,6.692339897155762,0.8971189169969875,8192,5430815056,3120971776
121,6.53347110748291,0.8711551669985056,8192,5430815056,3120971776
122,6.447418451309204,0.8815289579797536,8192,5430815056,3120971776
123,6.543286561965942,0.87628150000819,8192,5430815056,3120971776
124,6.369140148162842,0.9289155000005849,8192,5430815056,3120971776
125,6.599015474319458,0.8876144580135588,8192,5430815056,3120971776
126,6.545938968658447,0.9355468330031727,8192,5430815056,3120971776
127,6.469038963317871,0.9464720829855651,8192,5430815056,3120971776
128,6.399785041809082,1.0234617079840973,8192,5430815056,3120971776
129,6.3370232582092285,1.003000582975801,8192,5430815056,3120971776
130,6.380190372467041,0.8796386249887291,8192,5430815056,3120971776
131,6.553743124008179,0.8826981250022072,8192,5430815056,3120971776
132,6.351738452911377,0.8735554169979878,8192,5430815056,3120971776
133,6.44660496711731,0.938144709012704,8192,5430815056,3120971776
134,6.532844543457031,0.9801500829926226,8192,5430815056,3120971776
135,6.430688381195068,0.9268986659881193,8192,5430815056,3120971776
136,6.538402795791626,0.9280249579751398,8192,5430815056,3120971776
137,6.447628974914551,0.9191635000170209,8192,5430815056,3120971776
138,6.537210702896118,0.8848625830141827,8192,5430815056,3120971776
139,6.40187931060791,0.8799843750020955,8192,5430815056,3120971776
140,6.452469825744629,0.8638504580012523,8192,5430815056,3120971776
141,6.828165769577026,0.9630114999890793,8192,5430815056,3120971776
142,6.486193656921387,0.9511028330016416,8192,5430815056,3120971776
143,6.499555349349976,0.9349658330029342,8192,5430815056,3120971776
144,6.402381420135498,0.9200510420196224,8192,5430815056,3120971776
145,6.655691623687744,0.9279477079981007,8192,5430815056,3120971776
146,6.4760377407073975,0.9148339170205873,8192,5430815056,3120971776
147,6.496423244476318,0.8644053750031162,8192,5430815056,3120971776
148,6.235485553741455,0.9293735829996876,8192,5430815056,3120971776
