step,loss,seconds,tokens,mlx_active_peak_bytes,rss_peak_bytes
100,6.554174423217773,0.9541702920105308,8192,5429406032,3122659328
101,6.650611400604248,1.0425247919920366,8192,5429455184,3122659328
102,6.453858375549316,1.0262160410056822,8192,5429766480,3122659328
103,6.699419021606445,1.0085523749876302,8192,5429766480,3122659328
104,6.6748292446136475,1.086461708007846,8192,5429766480,3122659328
105,6.5348052978515625,1.159767249977449,8192,5429766480,3122659328
106,6.598156213760376,1.0443776250176597,8192,5429766480,3122659328
107,6.44620418548584,1.1827102079987526,8192,5429766480,3122659328
108,6.668661594390869,1.0381894580204971,8192,5429766480,3122659328
109,6.461154937744141,1.0352523339970503,8192,5429766480,3122659328
110,6.512021541595459,1.1198771659983322,8192,5429766480,3122659328
111,6.609214544296265,1.0603938749991357,8192,5429766480,3122659328
112,6.580738067626953,1.0274713750113733,8192,5429766480,3122659328
113,6.489387512207031,1.0306567910010926,8192,5429766480,3122659328
114,6.649553060531616,1.0776517089980189,8192,5429766480,3122659328
115,6.646740674972534,1.0326294999977108,8192,5429766480,3122659328
116,6.510870456695557,1.0375843329820782,8192,5429766480,3122659328
117,6.632545232772827,1.025141625024844,8192,5429766480,3122659328
118,6.491487503051758,1.009432040998945,8192,5429766480,3122659328
119,6.526832103729248,1.0617800000181887,8192,5429766480,3122659328
120,6.692339897155762,1.1203417500073556,8192,5429766480,3122659328
121,6.533471345901489,1.0738540409947746,8192,5429766480,3122659328
122,6.447418451309204,1.027258707996225,8192,5429766480,3122659328
123,6.543286323547363,1.0126814579998609,8192,5429766480,3122659328
124,6.369139909744263,1.0441254159959499,8192,5429766480,3122659328
125,6.599015235900879,1.021435916016344,8192,5429766480,3122659328
126,6.545938968658447,1.0821104999922682,8192,5429766480,3122659328
127,6.469038724899292,1.0653320409765001,8192,5429766480,3122659328
128,6.399784803390503,1.0609354580228683,8192,5429766480,3122659328
129,6.337023019790649,1.0274260000151116,8192,5429766480,3122659328
130,6.38019061088562,1.0714936669974122,8192,5429766480,3122659328
131,6.553743124008179,1.0598378750146367,8192,5429766480,3122659328
132,6.351738452911377,1.0361511670053005,8192,5429766480,3122659328
133,6.44660496711731,0.990178542007925,8192,5429766480,3122659328
134,6.532844543457031,1.0545667079859413,8192,5429766480,3122659328
135,6.430688381195068,1.0770829170069192,8192,5429766480,3122659328
136,6.538402557373047,1.0433180000109132,8192,5429766480,3122659328
137,6.447628974914551,1.0352689579885919,8192,5429766480,3122659328
