step,path,raw_bytes,resident_bytes,mode,encode_seconds,payload_bytes,container_overhead_bytes,blocks,raw_blocks,rules,symbols,values,height,dictionary_bytes,header_bytes
257033,blocks.0.mlp.c_fc.weight,1048576,1050005,RAW,0.022551875008502975,1049088,653,8,8,0,0,0,0,0,512
257033,blocks.0.mlp.c_proj.weight,1048576,1049367,RAW,0.022500666993437335,1048704,597,2,2,0,0,0,0,0,128
257033,blocks.1.mlp.c_fc.weight,1048576,1049989,RAW,0.019775332999415696,1049088,637,8,8,0,0,0,0,0,512
257033,blocks.1.mlp.c_proj.weight,1048576,1049351,RAW,0.02025729199522175,1048704,581,2,2,0,0,0,0,0,128
257033,blocks.2.mlp.c_fc.weight,1048576,1049973,RAW,0.019448457984253764,1049088,621,8,8,0,0,0,0,0,512
257033,blocks.2.mlp.c_proj.weight,1048576,1049335,RAW,0.020047416008310392,1048704,565,2,2,0,0,0,0,0,128
257033,blocks.3.mlp.c_fc.weight,1048576,1049957,RAW,0.019339292019139975,1049088,605,8,8,0,0,0,0,0,512
257033,blocks.3.mlp.c_proj.weight,1048576,1049319,RAW,0.0201812089944724,1048704,549,2,2,0,0,0,0,0,128
