step,file,tensor,orientation,rows,cols,cells,dense_bytes,distinct_nonzero_values,singleton_terminals,minimum_symbol_width,minimum_dictionary_and_singleton_bytes,bound_ratio,rejected_95pct,current_uint32_terminal_overflow,positive_zero_cells
1000,optimizer.safetensors,muon.blocks.3.mlp.c_fc.weight,original,2048,512,1048576,4194304,1044145,1048556,29,7977660,1.902022361755371,True,False,0
1000,optimizer.safetensors,muon.blocks.3.mlp.c_fc.weight,transposed,512,2048,1048576,4194304,1044145,1048560,31,8239814,1.964524745941162,True,False,0
1000,optimizer.safetensors,muon.blocks.3.mlp.c_proj.weight,original,512,2048,1048576,4194304,1044504,1048568,31,8241281,1.964874505996704,True,False,0
1000,optimizer.safetensors,muon.blocks.3.mlp.c_proj.weight,transposed,2048,512,1048576,4194304,1044504,1048568,29,7979139,1.9023749828338623,True,False,0
1000,optimizer.safetensors,muon.blocks.4.attn.c_k.weight,original,512,512,262144,1048576,261668,262140,27,1931459,1.8419828414916992,True,False,0
1000,optimizer.safetensors,muon.blocks.4.attn.c_k.weight,transposed,512,512,262144,1048576,261668,262142,27,1931466,1.841989517211914,True,False,0
1000,optimizer.safetensors,muon.blocks.4.attn.c_proj.weight,original,512,512,262144,1048576,261680,262144,27,1931520,1.842041015625,True,False,0
1000,optimizer.safetensors,muon.blocks.4.attn.c_proj.weight,transposed,512,512,262144,1048576,261680,262144,27,1931520,1.842041015625,True,False,0
1000,optimizer.safetensors,muon.blocks.4.attn.c_q.weight,original,512,512,262144,1048576,261667,262140,27,1931455,1.8419790267944336,True,False,0
1000,optimizer.safetensors,muon.blocks.4.attn.c_q.weight,transposed,512,512,262144,1048576,261667,262144,27,1931468,1.8419914245605469,True,False,0
1000,optimizer.safetensors,muon.blocks.4.attn.c_v.weight,original,512,512,262144,1048576,261752,262142,27,1931802,1.8423099517822266,True,False,0
1000,optimizer.safetensors,muon.blocks.4.attn.c_v.weight,transposed,512,512,262144,1048576,261752,262144,27,1931808,1.842315673828125,True,False,0
1000,optimizer.safetensors,muon.blocks.4.mlp.c_fc.weight,original,2048,512,1048576,4194304,1043416,1048562,29,7974766,1.9013323783874512,True,False,0
1000,optimizer.safetensors,muon.blocks.4.mlp.c_fc.weight,transposed,512,2048,1048576,4194304,1043416,1048564,31,8236914,1.9638333320617676,True,False,0
1000,optimizer.safetensors,muon.blocks.4.mlp.c_proj.weight,original,512,2048,1048576,4194304,1043676,1048562,31,8237946,1.9640793800354004,True,False,0
1000,optimizer.safetensors,muon.blocks.4.mlp.c_proj.weight,transposed,2048,512,1048576,4194304,1043676,1048556,29,7975784,1.9015750885009766,True,False,0
1000,optimizer.safetensors,muon.blocks.5.attn.c_k.weight,original,512,512,262144,1048576,261647,262140,27,1931375,1.841902732849121,True,False,0
1000,optimizer.safetensors,muon.blocks.5.attn.c_k.weight,transposed,512,512,262144,1048576,261647,262140,27,1931375,1.841902732849121,True,False,0
1000,optimizer.safetensors,muon.blocks.5.attn.c_proj.weight,original,512,512,262144,1048576,261647,262142,27,1931382,1.841909408569336,True,False,0
1000,optimizer.safetensors,muon.blocks.5.attn.c_proj.weight,transposed,512,512,262144,1048576,261647,262140,27,1931375,1.841902732849121,True,False,0
1000,optimizer.safetensors,muon.blocks.5.attn.c_q.weight,original,512,512,262144,1048576,261724,262142,27,1931690,1.842203140258789,True,False,0
1000,optimizer.safetensors,muon.blocks.5.attn.c_q.weight,transposed,512,512,262144,1048576,261724,262142,27,1931690,1.842203140258789,True,False,0
1000,optimizer.safetensors,muon.blocks.5.attn.c_v.weight,original,512,512,262144,1048576,261739,262144,27,1931756,1.8422660827636719,True,False,0
1000,optimizer.safetensors,muon.blocks.5.attn.c_v.weight,transposed,512,512,262144,1048576,261739,262140,27,1931743,1.8422536849975586,True,False,0
1000,optimizer.safetensors,muon.blocks.5.attn.ve_gate.weight,original,4,32,128,512,128,128,13,784,1.53125,True,False,0
1000,optimizer.safetensors,muon.blocks.5.attn.ve_gate.weight,transposed,32,4,128,512,128,128,10,736,1.4375,True,False,0
1000,optimizer.safetensors,muon.blocks.5.mlp.c_fc.weight,original,2048,512,1048576,4194304,1043124,1048562,29,7973598,1.9010539054870605,True,False,0
1000,optimizer.safetensors,muon.blocks.5.mlp.c_fc.weight,transposed,512,2048,1048576,4194304,1043124,1048566,31,8235754,1.9635567665100098,True,False,0
1000,optimizer.safetensors,muon.blocks.5.mlp.c_proj.weight,original,512,2048,1048576,4194304,1043001,1048564,31,8235254,1.963437557220459,True,False,0
1000,optimizer.safetensors,muon.blocks.5.mlp.c_proj.weight,transposed,2048,512,1048576,4194304,1043001,1048548,29,7973055,1.9009244441986084,True,False,0
1000,optimizer.safetensors,muon.blocks.6.attn.c_k.weight,original,512,512,262144,1048576,261744,262142,27,1931770,1.8422794342041016,True,False,0
1000,optimizer.safetensors,muon.blocks.6.attn.c_k.weight,transposed,512,512,262144,1048576,261744,262144,27,1931776,1.84228515625,True,False,0
1000,optimizer.safetensors,muon.blocks.6.attn.c_proj.weight,original,512,512,262144,1048576,261698,262140,27,1931579,1.842097282409668,True,False,0
1000,optimizer.safetensors,muon.blocks.6.attn.c_proj.weight,transposed,512,512,262144,1048576,261698,262142,27,1931586,1.8421039581298828,True,False,0
1000,optimizer.safetensors,muon.blocks.6.attn.c_q.weight,original,512,512,262144,1048576,261712,262144,27,1931648,1.8421630859375,True,False,0
1000,optimizer.safetensors,muon.blocks.6.attn.c_q.weight,transposed,512,512,262144,1048576,261712,262144,27,1931648,1.8421630859375,True,False,0
1000,optimizer.safetensors,muon.blocks.6.attn.c_v.weight,original,512,512,262144,1048576,261715,262144,27,1931660,1.8421745300292969,True,False,0
1000,optimizer.safetensors,muon.blocks.6.attn.c_v.weight,transposed,512,512,262144,1048576,261715,262142,27,1931654,1.8421688079833984,True,False,0
1000,optimizer.safetensors,muon.blocks.6.mlp.c_fc.weight,original,2048,512,1048576,4194304,1043016,1048554,29,7973137,1.9009439945220947,True,False,0
1000,optimizer.safetensors,muon.blocks.6.mlp.c_fc.weight,transposed,512,2048,1048576,4194304,1043016,1048566,31,8235322,1.963453769683838,True,False,0
1000,optimizer.safetensors,muon.blocks.6.mlp.c_proj.weight,original,512,2048,1048576,4194304,1042541,1048570,31,8233437,1.9630043506622314,True,False,0
1000,optimizer.safetensors,muon.blocks.6.mlp.c_proj.weight,transposed,2048,512,1048576,4194304,1042541,1048556,29,7971244,1.9004926681518555,True,False,0
1000,optimizer.safetensors,muon.blocks.7.attn.c_k.weight,original,512,512,262144,1048576,261707,262140,27,1931615,1.8421316146850586,True,False,0
1000,optimizer.safetensors,muon.blocks.7.attn.c_k.weight,transposed,512,512,262144,1048576,261707,262144,27,1931628,1.8421440124511719,True,False,0
1000,optimizer.safetensors,muon.blocks.7.attn.c_proj.weight,original,512,512,262144,1048576,261689,262142,27,1931550,1.8420696258544922,True,False,0
1000,optimizer.safetensors,muon.blocks.7.attn.c_proj.weight,transposed,512,512,262144,1048576,261689,262142,27,1931550,1.8420696258544922,True,False,0
1000,optimizer.safetensors,muon.blocks.7.attn.c_q.weight,original,512,512,262144,1048576,261715,262142,27,1931654,1.8421688079833984,True,False,0
1000,optimizer.safetensors,muon.blocks.7.attn.c_q.weight,transposed,512,512,262144,1048576,261715,262142,27,1931654,1.8421688079833984,True,False,0
1000,optimizer.safetensors,muon.blocks.7.attn.c_v.weight,original,512,512,262144,1048576,261714,262138,27,1931636,1.8421516418457031,True,False,0
1000,optimizer.safetensors,muon.blocks.7.attn.c_v.weight,transposed,512,512,262144,1048576,261714,262142,27,1931650,1.8421649932861328,True,False,0
1000,optimizer.safetensors,muon.blocks.7.attn.ve_gate.weight,original,4,32,128,512,128,128,13,784,1.53125,True,False,0
1000,optimizer.safetensors,muon.blocks.7.attn.ve_gate.weight,transposed,32,4,128,512,128,128,10,736,1.4375,True,False,0
1000,optimizer.safetensors,muon.blocks.7.mlp.c_fc.weight,original,2048,512,1048576,4194304,1043704,1048556,29,7975896,1.901601791381836,True,False,0
1000,optimizer.safetensors,muon.blocks.7.mlp.c_fc.weight,transposed,512,2048,1048576,4194304,1043704,1048566,31,8238074,1.9641098976135254,True,False,0
1000,optimizer.safetensors,muon.blocks.7.mlp.c_proj.weight,original,512,2048,1048576,4194304,1043450,1048570,31,8237073,1.9638712406158447,True,False,0
1000,optimizer.safetensors,muon.blocks.7.mlp.c_proj.weight,transposed,2048,512,1048576,4194304,1043450,1048548,29,7974851,1.9013526439666748,True,False,0
