step,path,raw_bytes,resident_bytes,mode,encode_seconds,payload_bytes,container_overhead_bytes,blocks,raw_blocks,rules,symbols,values,height,dictionary_bytes,header_bytes
1000,blocks.4.mlp.c_fc.weight,4194304,7478101,GRAMMAR,0.08110362497973256,7476856,717,16,0,0,1050624,1048158,0,4192632,1024
