file,tensor,row_start,rows,cols,cells,positive_zero_cells,nonzero_bit_patterns,special_cells,dense_bytes,dictionary_header_lower_bound_bytes,rejected_by_dictionary_bound
model.safetensors,blocks.0.attn.c_k.weight,0,128,512,65536,0,65502,0,262144,262072,True
model.safetensors,blocks.0.attn.c_k.weight,128,128,512,65536,0,65510,0,262144,262104,True
model.safetensors,blocks.0.attn.c_k.weight,256,128,512,65536,0,65502,0,262144,262072,True
model.safetensors,blocks.0.attn.c_k.weight,384,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,blocks.0.attn.c_proj.weight,0,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,blocks.0.attn.c_proj.weight,128,128,512,65536,0,65521,0,262144,262148,True
model.safetensors,blocks.0.attn.c_proj.weight,256,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,blocks.0.attn.c_proj.weight,384,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,blocks.0.attn.c_q.weight,0,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,blocks.0.attn.c_q.weight,128,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,blocks.0.attn.c_q.weight,256,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,blocks.0.attn.c_q.weight,384,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,blocks.0.attn.c_v.weight,0,128,512,65536,0,65491,0,262144,262028,True
model.safetensors,blocks.0.attn.c_v.weight,128,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,blocks.0.attn.c_v.weight,256,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,blocks.0.attn.c_v.weight,384,128,512,65536,0,65498,0,262144,262056,True
model.safetensors,blocks.0.mlp.c_fc.weight,0,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,blocks.0.mlp.c_fc.weight,128,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,blocks.0.mlp.c_fc.weight,256,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,blocks.0.mlp.c_fc.weight,384,128,512,65536,0,65506,0,262144,262088,True
model.safetensors,blocks.0.mlp.c_fc.weight,512,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,blocks.0.mlp.c_fc.weight,640,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,blocks.0.mlp.c_fc.weight,768,128,512,65536,0,65516,0,262144,262128,True
model.safetensors,blocks.0.mlp.c_fc.weight,896,128,512,65536,0,65516,0,262144,262128,True
model.safetensors,blocks.0.mlp.c_fc.weight,1024,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,blocks.0.mlp.c_fc.weight,1152,128,512,65536,0,65510,0,262144,262104,True
model.safetensors,blocks.0.mlp.c_fc.weight,1280,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,blocks.0.mlp.c_fc.weight,1408,128,512,65536,0,65510,0,262144,262104,True
model.safetensors,blocks.0.mlp.c_fc.weight,1536,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,blocks.0.mlp.c_fc.weight,1664,128,512,65536,0,65505,0,262144,262084,True
