file,tensor,row_start,rows,cols,cells,positive_zero_cells,nonzero_bit_patterns,special_cells,dense_bytes,dictionary_header_lower_bound_bytes,rejected_by_dictionary_bound
optimizer.safetensors,adam.lm_head.weight.m,0,128,512,65536,0,65523,0,262144,262156,True
optimizer.safetensors,adam.lm_head.weight.m,128,128,512,65536,0,65510,0,262144,262104,True
optimizer.safetensors,adam.lm_head.weight.m,256,128,512,65536,0,65513,0,262144,262116,True
optimizer.safetensors,adam.lm_head.weight.m,384,128,512,65536,0,65521,0,262144,262148,True
optimizer.safetensors,adam.lm_head.weight.m,512,128,512,65536,0,65513,0,262144,262116,True
optimizer.safetensors,adam.lm_head.weight.m,640,128,512,65536,0,65516,0,262144,262128,True
optimizer.safetensors,adam.lm_head.weight.m,768,128,512,65536,0,65514,0,262144,262120,True
optimizer.safetensors,adam.lm_head.weight.m,896,128,512,65536,0,65519,0,262144,262140,True
optimizer.safetensors,adam.lm_head.weight.m,1024,128,512,65536,0,65521,0,262144,262148,True
optimizer.safetensors,adam.lm_head.weight.m,1152,128,512,65536,0,65515,0,262144,262124,True
optimizer.safetensors,adam.lm_head.weight.m,1280,128,512,65536,0,65522,0,262144,262152,True
optimizer.safetensors,adam.lm_head.weight.m,1408,128,512,65536,0,65515,0,262144,262124,True
optimizer.safetensors,adam.lm_head.weight.m,1536,128,512,65536,0,65508,0,262144,262096,True
optimizer.safetensors,adam.lm_head.weight.m,1664,128,512,65536,0,65520,0,262144,262144,True
optimizer.safetensors,adam.lm_head.weight.m,1792,128,512,65536,0,65526,0,262144,262168,True
optimizer.safetensors,adam.lm_head.weight.m,1920,128,512,65536,0,65523,0,262144,262156,True
optimizer.safetensors,adam.lm_head.weight.m,2048,128,512,65536,0,65512,0,262144,262112,True
optimizer.safetensors,adam.lm_head.weight.m,2176,128,512,65536,0,65526,0,262144,262168,True
optimizer.safetensors,adam.lm_head.weight.m,2304,128,512,65536,0,65517,0,262144,262132,True
optimizer.safetensors,adam.lm_head.weight.m,2432,128,512,65536,0,65519,0,262144,262140,True
optimizer.safetensors,adam.lm_head.weight.m,2560,128,512,65536,0,65516,0,262144,262128,True
optimizer.safetensors,adam.lm_head.weight.m,2688,128,512,65536,0,65524,0,262144,262160,True
optimizer.safetensors,adam.lm_head.weight.m,2816,128,512,65536,0,65516,0,262144,262128,True
optimizer.safetensors,adam.lm_head.weight.m,2944,128,512,65536,0,65517,0,262144,262132,True
optimizer.safetensors,adam.lm_head.weight.m,3072,128,512,65536,0,65517,0,262144,262132,True
optimizer.safetensors,adam.lm_head.weight.m,3200,128,512,65536,0,65512,0,262144,262112,True
optimizer.safetensors,adam.lm_head.weight.m,3328,128,512,65536,0,65509,0,262144,262100,True
optimizer.safetensors,adam.lm_head.weight.m,3456,128,512,65536,0,65507,0,262144,262092,True
optimizer.safetensors,adam.lm_head.weight.m,3584,128,512,65536,0,65516,0,262144,262128,True
optimizer.safetensors,adam.lm_head.weight.m,3712,128,512,65536,0,65515,0,262144,262124,True
optimizer.safetensors,adam.lm_head.weight.m,3840,128,512,65536,0,65514,0,262144,262120,True
optimizer.safetensors,adam.lm_head.weight.m,3968,128,512,65536,0,65514,0,262144,262120,True
optimizer.safetensors,adam.lm_head.weight.m,4096,128,512,65536,0,65514,0,262144,262120,True
optimizer.safetensors,adam.lm_head.weight.m,4224,128,512,65536,0,65513,0,262144,262116,True
optimizer.safetensors,adam.lm_head.weight.m,4352,128,512,65536,0,65518,0,262144,262136,True
optimizer.safetensors,adam.lm_head.weight.m,4480,128,512,65536,0,65519,0,262144,262140,True
optimizer.safetensors,adam.lm_head.weight.m,4608,128,512,65536,0,65514,0,262144,262120,True
optimizer.safetensors,adam.lm_head.weight.m,4736,128,512,65536,0,65511,0,262144,262108,True
optimizer.safetensors,adam.lm_head.weight.m,4864,128,512,65536,0,65522,0,262144,262152,True
optimizer.safetensors,adam.lm_head.weight.m,4992,128,512,65536,0,65525,0,262144,262164,True
optimizer.safetensors,adam.lm_head.weight.m,5120,128,512,65536,0,65516,0,262144,262128,True
optimizer.safetensors,adam.lm_head.weight.m,5248,128,512,65536,0,65507,0,262144,262092,True
optimizer.safetensors,adam.lm_head.weight.m,5376,128,512,65536,0,65524,0,262144,262160,True
optimizer.safetensors,adam.lm_head.weight.m,5504,128,512,65536,0,65512,0,262144,262112,True
optimizer.safetensors,adam.lm_head.weight.m,5632,128,512,65536,0,65519,0,262144,262140,True
optimizer.safetensors,adam.lm_head.weight.m,5760,128,512,65536,0,65521,0,262144,262148,True
optimizer.safetensors,adam.lm_head.weight.m,5888,128,512,65536,0,65521,0,262144,262148,True
