step,loss,seconds,tokens,mlx_active_peak_bytes,mlx_active_bytes,mlx_cache_bytes,rss_peak_bytes
0,10.396567821502686,0.887656832986977,8192,4395786448,1417711832,1073755868,722173952
1,10.360120296478271,0.8223260839877184,8192,5301758288,1417711832,1073756236,748634112
2,10.20525312423706,0.7946663330076262,8192,5301758288,1417711832,1075852260,748634112
3,9.896499633789062,0.8128083330229856,8192,5301758288,1417711832,1073756264,748634112
4,9.60727834701538,0.8288447500090115,8192,5301758288,1417711832,1073754052,748634112
5,9.401662826538086,0.8058889579842798,8192,5301758288,1417711832,1073754680,748634112
6,9.127525806427002,0.7960452919942327,8192,5301758288,1417711832,1076900272,748634112
7,8.947515487670898,0.8149355419736821,8192,5301758288,1417711832,1073754472,748634112
8,8.70183801651001,0.8182231670070905,8192,5301758288,1417711832,1074804316,748634112
9,8.472142219543457,0.8205844580079429,8192,5301758288,1417711832,1073756740,750370816
10,8.451557636260986,0.8664228330017067,8192,5301758288,1417711832,1073755060,1658716160
11,8.178814888000488,0.826323583984049,8192,5301758288,1417711832,1073755648,1658732544
12,8.08797550201416,0.8040591670142021,8192,5301758288,1417711832,1073756232,1658732544
13,8.196790218353271,0.8396253749961033,8192,5301758288,1417711832,1073754612,1658748928
14,7.970118522644043,0.8020150000229478,8192,5301758288,1417711832,1073756240,1658748928
15,7.944040060043335,0.8051266669936012,8192,5301758288,1417711832,1073755176,1658748928
16,7.875287055969238,0.8087272919947281,8192,5301758288,1417711832,1074803708,1658748928
17,7.674039125442505,0.8491948339797091,8192,5301758288,1417711832,1075853348,1662124032
18,7.607704162597656,0.8033210829889867,8192,5301758288,1417711832,1076901788,1662124032
19,7.676764488220215,0.8134566670050845,8192,5301758288,1417711832,1073756164,1662124032
20,7.544232130050659,0.7933139579836279,8192,5301758288,1417711832,1075852336,1662124032
21,7.5481016635894775,0.83531833300367,8192,5301758288,1417711832,1073756244,1662124032
22,7.414425849914551,0.8164555410039611,8192,5301758288,1417711832,1076900976,1662124032
23,7.335960626602173,0.8131364170112647,8192,5301758288,1417711832,1073756676,1662124032
24,7.395889043807983,0.8047366660030093,8192,5301758288,1417711832,1074805264,1663680512
25,7.568505048751831,0.8521745000034571,8192,5301758288,1417711832,1073755684,1663680512
26,7.433763027191162,0.9114672919968143,8192,5301758288,1417711832,1076900828,1663680512
27,7.360164403915405,0.8129119999939576,8192,5301758288,1417711832,1073754056,1663680512
28,7.225199222564697,0.8032222499896307,8192,5301758288,1417711832,1075853448,1663680512
29,7.203237771987915,0.8396759169991128,8192,5301758288,1417711832,1073754484,1663680512
30,7.207709312438965,0.8414019999909215,8192,5301758288,1417711832,1073756288,1666220032
31,7.259153842926025,0.8277377499907743,8192,5301758288,1417711832,1073754580,1666220032
32,7.038667440414429,0.8138695409870706,8192,5301758288,1417711832,1073756200,1666220032
33,7.114857196807861,0.8489783749973867,8192,5301758288,1417711832,1073755048,1666220032
34,7.14323878288269,0.8277411670133006,8192,5301758288,1417711832,1073756824,1666220032
35,7.136684417724609,0.8261539580125827,8192,5301758288,1417711832,1076901400,1666220032
36,7.204120874404907,0.8003400830202736,8192,5301758288,1417711832,1073755064,1666220032
37,7.139210224151611,0.8682882080029231,8192,5301758288,1417711832,1073754568,1669316608
38,7.233078479766846,0.8341916250064969,8192,5301758288,1417711832,1073755160,1669316608
39,7.024816513061523,0.8288114580209367,8192,5301758288,1417711832,1073771060,1669316608
40,7.076171636581421,0.8275427920161746,8192,5301758288,1417711832,1076902068,1669316608
41,7.197699308395386,0.8498496669926681,8192,5301758288,1417711832,1075852808,1669316608
42,6.998455047607422,0.8246944590064231,8192,5301758288,1417711832,1073756640,1669316608
43,6.880951166152954,0.8332470410095993,8192,5301758288,1417711832,1076901800,1669316608
44,6.9701151847839355,0.8080394999997225,8192,5301758288,1417711832,1073756832,1671544832
45,7.099757671356201,0.8478316249966156,8192,5301758288,1417711832,1076901384,1671544832
46,7.077825546264648,0.8423290420032572,8192,5301758288,1417711832,1075852840,1671544832
47,7.235021591186523,0.8381591670040507,8192,5301758288,1417711832,1076902000,1671544832
48,6.948249340057373,0.8166911670123227,8192,5301758288,1417711832,1073754592,1671544832
49,6.900399446487427,0.8322453330038115,8192,5301758288,1417711832,1073754580,1671544832
50,7.070952892303467,0.813594415987609,8192,5301758288,1417711832,1073754580,1671544832
51,6.964380502700806,0.9116742910118774,8192,5301758288,1417711832,1075851740,1674788864
52,7.051939010620117,0.8365576250071172,8192,5301758288,1417711832,1075852784,1674805248
53,6.950549840927124,0.8377069999987725,8192,5301758288,1417711832,1074804848,1674821632
54,6.900986433029175,0.8765196669846773,8192,5301758288,1417711832,1073756208,1674821632
55,6.911077976226807,0.8458487910102122,8192,5301758288,1417711832,1073755684,1674821632
56,6.858670234680176,0.8338504589919467,8192,5301758288,1417711832,1075853360,1674821632
57,6.83306884765625,0.836844542005565,8192,5301758288,1417711832,1073756236,1674821632
58,6.806480646133423,0.8605484579748008,8192,5301758288,1417711832,1074803708,1682980864
59,6.8903539180755615,0.8175850000116043,8192,5301758288,1417711832,1073755292,1682980864
60,6.919031143188477,0.8123832499841228,8192,5301758288,1417711832,1076902488,1682980864
61,6.801095008850098,0.843855666986201,8192,5301758288,1417711832,1073755060,1682980864
62,6.634288549423218,0.8290514170075767,8192,5301758288,1417711832,1076902568,1682980864
63,6.658904790878296,0.8216618750011548,8192,5301758288,1417711832,1073755768,1682980864
64,6.836131572723389,0.8220278749940917,8192,5301758288,1417711832,1074804300,1682980864
65,6.865684986114502,0.8384385420067701,8192,5301758288,1417711832,1073754600,1685454848
66,6.8812971115112305,0.8430387919943314,8192,5301758288,1417711832,1073756340,1685454848
67,6.851799011230469,0.8290792920161039,8192,5301758288,1417711832,1074804160,1685454848
68,6.782084226608276,0.8173991669900715,8192,5301758288,1417711832,1073755688,1685454848
69,6.864108324050903,0.8374814999988303,8192,5301758288,1417711832,1073756188,1685454848
70,6.635578155517578,0.833355541981291,8192,5301758288,1417711832,1074805832,1685454848
71,6.787707328796387,0.8184878329921048,8192,5301758288,1417711832,1073754544,1685454848
72,6.84824800491333,0.8142710410174914,8192,5301758288,1417711832,1073755196,1687191552
73,6.644327163696289,0.8251004999910947,8192,5301758288,1417711832,1076901424,1687191552
74,6.750135898590088,0.8351738329802174,8192,5301758288,1417711832,1073756276,1687191552
75,6.7679219245910645,0.8234772499999963,8192,5301758288,1417711832,1073754668,1687191552
76,6.659644365310669,0.8145903749973513,8192,5301758288,1417711832,1073756252,1687191552
77,6.7854087352752686,0.8154662500019185,8192,5301758288,1417711832,1073754600,1687191552
78,6.492926120758057,0.841591584001435,8192,5301758288,1417711832,1074804772,1689468928
79,6.7344865798950195,0.8233085829997435,8192,5301758288,1417711832,1076902000,1689468928
80,6.737545728683472,0.8138286250177771,8192,5301758288,1417711832,1076900280,1689468928
81,6.702639579772949,0.8199249999888707,8192,5301758288,1417711832,1073754964,1689468928
82,6.555914640426636,0.8459259170049336,8192,5301758288,1417711832,1074804892,1689468928
83,6.554225444793701,0.8259458339889534,8192,5301758288,1417711832,1073756784,1689468928
84,6.744097709655762,0.8225634160044137,8192,5301758288,1417711832,1076900852,1689468928
85,6.607971906661987,0.8167763329984155,8192,5301758288,1417711832,1073754604,1690501120
86,6.572899580001831,0.8225490000040736,8192,5301758288,1417711832,1073755184,1690501120
87,6.634643077850342,0.8185929589963052,8192,5301758288,1417711832,1074805408,1690501120
88,6.61805534362793,0.8117525419802405,8192,5301758288,1417711832,1073754584,1690501120
89,6.515064001083374,0.8047458750079386,8192,5301758288,1417711832,1076901936,1690501120
90,6.610764980316162,0.8433188339986373,8192,5301758288,1417711832,1075853928,1690501120
91,6.619668960571289,0.8157730000093579,8192,5301758288,1417711832,1073755700,1690501120
92,6.66969108581543,0.8286675839917734,8192,5301758288,1417711832,1073755060,1692860416
93,6.601695775985718,0.8195724590041209,8192,5301758288,1417711832,1076900372,1692860416
94,6.631352663040161,0.8537122910202015,8192,5301758288,1417711832,1073754584,1692860416
95,6.60877537727356,0.829927625018172,8192,5301758288,1417711832,1076901856,1692860416
96,6.619361400604248,0.8226675000041723,8192,5301758288,1417711832,1074803672,1692860416
97,6.516157627105713,0.8066629999957513,8192,5301758288,1417711832,1076900368,1692860416
98,6.674178838729858,0.8645375409978442,8192,5301758288,1417711832,1073757276,1692860416
99,6.7205681800842285,0.8458954169764183,8192,5301758288,1417711832,1073755184,1694793728
