step,loss,seconds,tokens,mlx_active_peak_bytes,rss_peak_bytes
100,6.554174423217773,0.9666225419787224,8192,5431503184,3120316416
101,6.650611400604248,0.9552945840114262,8192,5431552336,3120316416
102,6.453858375549316,0.9432043330161832,8192,5431863632,3120316416
103,6.699419021606445,0.9158707080059685,8192,5431863632,3120316416
104,6.6748292446136475,0.9689920410164632,8192,5431863632,3120316416
105,6.5348052978515625,0.98310070799198,8192,5431863632,3120316416
106,6.598156213760376,0.9530727499804925,8192,5431863632,3120316416
107,6.44620418548584,0.9536832500016317,8192,5431863632,3120316416
108,6.668661594390869,0.9758856669941451,8192,5431863632,3120316416
109,6.461154937744141,0.9725691670028027,8192,5431863632,3120316416
110,6.512021541595459,0.9715955829888117,8192,5431863632,3120316416
111,6.609214544296265,0.9882350000261795,8192,5431863632,3120316416
112,6.580738067626953,0.977538375009317,8192,5431863632,3120316416
113,6.489387512207031,0.9158753749798052,8192,5431863632,3120316416
114,6.649553298950195,0.9148598750180099,8192,5431863632,3120316416
115,6.646740674972534,0.9294192499946803,8192,5431863632,3120316416
116,6.510870695114136,0.9140171670005657,8192,5431863632,3120316416
117,6.632545232772827,0.9388591249880847,8192,5431863632,3120316416
118,6.491487264633179,0.9733285419933964,8192,5431863632,3120316416
119,6.526832103729248,1.0217314999899827,8192,5431863632,3120316416
120,6.692339897155762,0.9777995829936117,8192,5431863632,3120316416
121,6.53347110748291,1.0884371669963002,8192,5431863632,3120316416
122,6.447418451309204,0.9606492090097163,8192,5431863632,3120316416
123,6.543286323547363,0.9581473750004079,8192,5431863632,3120316416
124,6.369139909744263,0.9365681660128757,8192,5431863632,3120316416
125,6.5990149974823,0.9719505840039346,8192,5431863632,3120316416
126,6.545938968658447,1.0897675000014715,8192,5431863632,3120316416
127,6.469038963317871,0.9393336659995839,8192,5431863632,3120316416
128,6.399784803390503,0.9408947920019273,8192,5431863632,3120316416
129,6.337023019790649,0.9414115420076996,8192,5431863632,3120316416
130,6.380190372467041,0.9497736670018639,8192,5431863632,3120316416
131,6.553743124008179,0.9353476249962114,8192,5431863632,3120316416
132,6.351738452911377,1.0016052499995567,8192,5431863632,3120316416
133,6.44660496711731,0.9470350000192411,8192,5431863632,3120316416
134,6.532844543457031,0.9446572920132894,8192,5431863632,3120316416
135,6.430688381195068,0.9404386670212261,8192,5431863632,3120316416
136,6.538402557373047,0.96074462501565,8192,5431863632,3120316416
137,6.447628974914551,0.9896684580016881,8192,5431863632,3120316416
138,6.537210702896118,0.9440661250264384,8192,5431863632,3120316416
139,6.40187931060791,0.9825048749917187,8192,5431863632,3120316416
140,6.452469825744629,0.9786082089995034,8192,5431863632,3120316416
141,6.828165769577026,0.9566372499975841,8192,5431863632,3120316416
142,6.486193656921387,0.953894958976889,8192,5431863632,3120316416
143,6.499555349349976,0.9707982499967329,8192,5431863632,3120316416
144,6.402381420135498,0.9454110829974525,8192,5431863632,3120316416
145,6.655691623687744,0.9196363749797456,8192,5431863632,3120316416
146,6.476037979125977,1.0000969999819063,8192,5431863632,3120316416
147,6.4964234828948975,0.9605482080078218,8192,5431863632,3120316416
148,6.235485315322876,0.9484930000035092,8192,5431863632,3120316416
149,6.456381797790527,0.9700378339912277,8192,5431863632,3120316416
150,6.362990617752075,0.9631274580024183,8192,5431863632,3120316416
151,6.310199499130249,0.9799798339954577,8192,5431863632,3120316416
152,6.338505506515503,1.0295747079944704,8192,5431863632,3120316416
153,6.446279525756836,0.9992580830003135,8192,5431863632,3120316416
