step,loss,seconds,tokens,mlx_active_peak_bytes,mlx_active_bytes,mlx_cache_bytes,rss_peak_bytes
0,,0.00967124997987412,1,819515972,518522964,318614940,643416064
1,,0.006234875007066876,1,819515972,518522968,335693208,647725056
2,,0.0059216249792370945,1,819515972,518522968,335693208,651919360
3,,0.006373333017108962,1,819515972,518522968,335699352,656146432
4,,0.005922415992245078,1,819515972,518522964,335699356,656195584
5,,0.0064135419961530715,1,819515972,518522968,335699352,660389888
6,,0.00633395800832659,1,819515972,518522968,335699352,664600576
7,,0.007425707997754216,1,819515972,518522964,335699356,668794880
8,,0.007507041998906061,1,819515972,518588500,339959196,672989184
9,,0.006832625018432736,1,819515972,518588504,344284568,672989184
10,,0.007291707996046171,1,819515972,518588504,344284568,673054720
11,,0.008347416995093226,1,819515972,518588504,344284568,673054720
12,,0.007006542000453919,1,819515972,518588504,344284568,673054720
13,,0.008257458015577868,1,819515972,518588500,344284572,673054720
14,,0.0070346669817809016,1,819515972,518588504,344284568,673054720
15,,0.007010667002759874,1,819515972,518588504,344284568,673054720
16,,0.006938875012565404,1,819515972,518654040,348609944,673054720
17,,0.007094958011293784,1,819515972,518654036,353000860,673054720
18,,0.007655207999050617,1,819515972,518654040,353000856,673054720
19,,0.008367207978153601,1,819515972,518654036,353000860,673120256
20,,0.007149834011215717,1,819515972,518654040,353000856,673120256
21,,0.008179916010703892,1,819515972,518654040,353000856,673120256
22,,0.006973666982958093,1,819515972,518654040,353000856,673120256
23,,0.008164874976500869,1,819515972,518654040,353000856,673153024
24,,0.0069347500102594495,1,819515972,518719576,357391768,673153024
25,,0.006891541997902095,1,819515972,518719576,361848216,673153024
26,,0.006973542011110112,1,819515972,518719576,361848216,673153024
27,,0.007382459007203579,1,819515972,518719572,361848220,673169408
28,,0.007807749992934987,1,819515972,518719576,361848216,673169408
29,,0.008051625016378239,1,819515972,518719572,361848220,673169408
30,,0.008123749983496964,1,819515972,518719576,361848216,673169408
31,,0.0070150419778656214,1,819515972,518719576,361848216,673169408
32,,0.006679665995761752,1,819515972,518785108,366304668,673185792
33,,0.006888582982355729,1,819515972,518785112,370826652,673185792
34,,0.007083416974637657,1,819515972,518785108,370826652,673185792
35,,0.008293916995171458,1,819515972,518785112,370826648,673185792
36,,0.006995416013523936,1,819515972,518785112,370826648,673185792
37,,0.006925249996129423,1,819515972,518785112,370826648,673202176
38,,0.009478374995524064,1,819515972,518785108,370826652,673218560
39,,0.007084624987328425,1,819515972,518785108,370826652,673218560
40,,0.0086855829868,1,819515972,518850644,375348636,673218560
41,,0.0070147500082384795,1,819515972,518850648,379936152,673218560
42,,0.006960041006095707,1,819515972,518850648,379936152,673218560
43,,0.006979166006203741,1,819515972,518850648,379936152,673218560
44,,0.007073707995004952,1,819515972,518850648,379936152,673218560
45,,0.006995625008130446,1,819515972,518850648,379936152,673218560
46,,0.008252665982581675,1,819515972,518850644,379936156,673218560
47,,0.007008624990703538,1,819515972,518850644,379936156,673218560
48,,0.009209540992742404,1,819515972,518916180,384523676,673218560
49,,0.00594087500940077,1,819515972,518916184,389176728,673218560
50,,0.006268249999266118,1,819515972,518916184,389176728,673218560
51,,0.005944916018052027,1,819515972,518916184,389176728,673218560
52,,0.005827417015098035,1,819515972,518916184,389176732,673218560
53,,0.006215833011083305,1,819515972,518916184,389176728,673218560
54,,0.005933040985837579,1,819515972,518916184,389176728,673218560
55,,0.005939958995440975,1,819515972,518916184,389176728,673218560
56,,0.006372708012349904,1,819515972,518981720,393829784,673234944
57,,0.005940833012573421,1,819515972,518981720,398548376,673234944
58,,0.00799437498790212,1,819515972,518981716,398548380,673234944
59,,0.006466332997661084,1,819515972,518981716,398548380,673234944
60,,0.006303999980445951,1,819515972,518981716,398548380,673234944
61,,0.006272416998399422,1,819515972,518981720,398548376,673234944
62,,0.006963958003325388,1,819515972,518981720,398548376,673234944
63,,0.008294083992950618,1,819515972,518981720,398548376,673234944
64,,0.006994333991315216,1,819515972,519047256,403266968,673234944
65,,0.006556084001203999,1,819515972,519047256,408051096,673251328
66,,0.006925124995177612,1,819515972,519047256,408051096,673251328
67,,0.007566875021439046,1,819515972,519047252,408051100,673251328
68,,0.0077267499873414636,1,819515972,519047256,408051096,673251328
69,,0.00846462498884648,1,819515972,519047252,408051100,673251328
70,,0.007060208998154849,1,819515972,519047256,408051096,673251328
71,,0.008237458998337388,1,819515972,519047252,408051100,673251328
72,,0.007016791991190985,1,819515972,519112792,412835224,673251328
73,,0.008361167012481019,1,819515972,519112792,417684888,673251328
74,,0.006992749986238778,1,819515972,519112792,417684888,673251328
75,,0.0069395000173244625,1,819515972,519112792,417684888,673251328
76,,0.009526749985525385,1,819515972,519112788,417684892,673251328
77,,0.007343583012698218,1,819515972,519112788,417684892,673251328
78,,0.0073172919801436365,1,819515972,519112792,417684888,673267712
79,,0.006964875006815419,1,819515972,519112792,417684888,673267712
80,,0.007006833999184892,1,819515972,519178328,422534552,673267712
81,,0.007059249997837469,1,819515972,519178328,427449752,673284096
82,,0.007110208010999486,1,819515972,519178328,427449752,673284096
83,,0.007002582977293059,1,819515972,519178328,427449752,673284096
84,,0.00823716601007618,1,819515972,519178324,427449756,673284096
85,,0.006984250008827075,1,819515972,519178328,427449756,673284096
86,,0.010794375004479662,1,819515972,519178324,427449756,673284096
87,,0.0074497919995337725,1,819515972,519178324,427449756,673284096
88,,0.007556749973446131,1,819515972,519243860,432364956,673284096
89,,0.0069669999938923866,1,819515972,519243864,437345688,673284096
90,,0.006962416984606534,1,819515972,519243864,437345688,673284096
91,,0.006901917018694803,1,819515972,519243864,437345688,673284096
92,,0.006853583006886765,1,819515972,519243864,437345688,673284096
93,,0.007088207988999784,1,819515972,519243864,437345688,673284096
94,,0.008198333001928404,1,819515972,519243860,437345692,673284096
95,,0.007319791009649634,1,819515972,519243860,437345692,673284096
96,,0.008898208994651213,1,819515972,519309396,442326428,673284096
97,,0.007023541984381154,1,819515972,519309396,447372700,673284096
98,,0.008352375007234514,1,819515972,519309396,447372700,673284096
99,,0.0069984169967938215,1,819515972,519309400,447372696,673284096
100,,0.006923124979948625,1,819515972,519309400,447372696,673284096
101,,0.00825491698924452,1,819515972,519309400,447372696,673284096
