step,loss,seconds,tokens,mlx_active_peak_bytes,rss_peak_bytes
100,6.554174423217773,0.7714317920035683,8192,7293037592,3126558720
101,6.650611400604248,0.9463419160165358,8192,7293037592,3126558720
102,6.453858375549316,0.9719784999906551,8192,7293037592,3126558720
103,6.699419021606445,0.9798095420119353,8192,7293037592,3126558720
104,6.6748292446136475,1.0027499579882715,8192,7293037592,3126558720
105,6.534805536270142,0.9580135830037761,8192,7293037592,3126558720
106,6.598156213760376,0.9082401669875253,8192,7293037592,3126558720
107,6.44620418548584,0.9217447089904454,8192,7293037592,3126558720
108,6.668661594390869,0.9292839580157306,8192,7293037592,3126558720
109,6.461154937744141,0.9192833330016583,8192,7293037592,3126558720
110,6.512021541595459,1.0122550420055632,8192,7293037592,3126558720
111,6.609214544296265,1.0051577920094132,8192,7293037592,3126558720
112,6.580738067626953,0.9331739580084104,8192,7293037592,3126558720
113,6.489387512207031,0.9365023330028635,8192,7293037592,3126558720
114,6.649553298950195,0.9074588750081602,8192,7293037592,3126558720
115,6.646740674972534,0.977352374990005,8192,7293037592,3126558720
116,6.510870933532715,0.9414874590002,8192,7293037592,3126558720
117,6.632545232772827,0.9035229170112871,8192,7293037592,3126558720
118,6.4914870262146,0.8980470419919584,8192,7293037592,3126558720
119,6.526832103729248,1.0009080829913728,8192,7293037592,3126558720
120,6.692339897155762,0.9951961670012679,8192,7293037592,3126558720
121,6.533470869064331,0.9560620420088526,8192,7293037592,3126558720
122,6.447418451309204,0.9655412499851082,8192,7293037592,3126558720
123,6.543286323547363,0.9576662500039674,8192,7293037592,3126558720
124,6.369140148162842,0.9418986660020892,8192,7293037592,3126558720
125,6.599015474319458,0.9933050829858985,8192,7293037592,3126558720
126,6.545938968658447,0.9190078340179753,8192,7293037592,3126558720
127,6.469038724899292,0.9623852920194622,8192,7293037592,3126558720
128,6.399785041809082,1.022429792006733,8192,7293037592,3126558720
129,6.337023019790649,0.9500294160097837,8192,7293037592,3126558720
130,6.380190372467041,0.945095292001497,8192,7293037592,3126558720
131,6.553743124008179,0.9301388330059126,8192,7293037592,3126558720
132,6.351738452911377,0.9351350000069942,8192,7293037592,3126558720
133,6.44660496711731,0.9586973749974277,8192,7293037592,3126558720
134,6.532844543457031,0.9187593749957159,8192,7293037592,3126558720
135,6.430688381195068,0.8558918339840602,8192,7293037592,3126558720
136,6.538402557373047,0.9099860000133049,8192,7293037592,3126558720
137,6.447628974914551,0.9627238750108518,8192,7293037592,3126558720
138,6.537210941314697,0.959478125005262,8192,7293037592,3126558720
139,6.40187931060791,0.9473431249789428,8192,7293037592,3126558720
140,6.452469825744629,0.918139749992406,8192,7293037592,3126558720
141,6.828165769577026,0.9199662079918198,8192,7293037592,3126558720
142,6.486193656921387,0.9136461659800261,8192,7293037592,3126558720
143,6.499555349349976,0.9024483749817591,8192,7293037592,3126558720
144,6.402381420135498,0.860318457998801,8192,7293037592,3126558720
145,6.655691623687744,0.9629945000051521,8192,7293037592,3126558720
146,6.4760377407073975,0.9422594159841537,8192,7293037592,3126558720
147,6.4964234828948975,0.996837915998185,8192,7293037592,3126558720
148,6.235485553741455,0.9369546250090934,8192,7293037592,3126558720
149,6.456381797790527,0.9135899579850957,8192,7293037592,3126558720
150,6.362990617752075,0.9742000830010511,8192,7293037592,3126558720
151,6.310199499130249,0.9213360840221867,8192,7293037592,3126558720
152,6.338505268096924,0.9512673339922912,8192,7293037592,3126558720
153,6.446279525756836,0.9399305410042871,8192,7293037592,3126558720
154,6.295165300369263,1.0218131660076324,8192,7293037592,3126558720
155,6.31453275680542,0.9964465420052875,8192,7293037592,3126558720
156,6.209386348724365,0.9246362920093816,8192,7293037592,3126558720
157,6.275606870651245,0.9659640419995412,8192,7293037592,3126558720
158,6.216542720794678,0.9620767080050427,8192,7293037592,3126558720
159,6.358882427215576,0.9607987079943996,8192,7293037592,3126558720
160,6.505219459533691,0.9391167499998119,8192,7293037592,3126558720
161,6.262003421783447,0.9240633340086788,8192,7293037592,3126558720
162,6.587310075759888,0.9368381249951199,8192,7293037592,3126558720
163,6.467859745025635,0.9470281660032924,8192,7293037592,3126558720
164,6.47215723991394,1.027098874998046,8192,7293037592,3126558720
165,6.303162097930908,0.9435537499957718,8192,7293037592,3126558720
166,6.2116992473602295,1.018291832995601,8192,7293037592,3126558720
167,6.439997434616089,1.0126053339918144,8192,7293037592,3126558720
168,6.40142560005188,1.0275087079789955,8192,7293037592,3126558720
169,6.247617721557617,1.0775771670159884,8192,7293037592,3126558720
170,6.310311555862427,0.9232884170196485,8192,7293037592,3126558720
171,6.4491798877716064,0.9390470000216737,8192,7293037592,3126558720
172,6.17042350769043,1.0775379590049852,8192,7293037592,3126558720
173,6.204944372177124,0.9942942079796921,8192,7293037592,3126558720
174,6.374323844909668,1.0087131670152303,8192,7293037592,3126558720
175,6.247751712799072,0.9364403749932535,8192,7293037592,3126558720
176,6.2412028312683105,1.0127355419972446,8192,7293037592,3126558720
177,6.233543157577515,0.9708032920025289,8192,7293037592,3126558720
178,6.380863428115845,0.9812494580110069,8192,7293037592,3126558720
179,6.4056556224823,0.9267772920138668,8192,7293037592,3126558720
180,6.4099555015563965,1.0199694999901112,8192,7293037592,3126558720
181,6.261713981628418,0.9659176249988377,8192,7293037592,3126558720
182,6.423832893371582,0.9294139169796836,8192,7293037592,3126558720
183,6.347004413604736,0.9459712080133613,8192,7293037592,3126558720
184,6.189964771270752,1.020269417000236,8192,7293037592,3126558720
185,6.245590686798096,0.985187667014543,8192,7293037592,3126558720
186,6.52745246887207,0.9719169580203015,8192,7293037592,3126558720
187,6.369234085083008,0.9384640420030337,8192,7293037592,3126558720
188,6.1955859661102295,1.0245620000059716,8192,7293037592,3126558720
189,6.215963125228882,1.0274695419939235,8192,7293037592,3126558720
190,6.32477068901062,0.9927948339900468,8192,7293037592,3126558720
191,6.19434928894043,0.9055377919867169,8192,7293037592,3126558720
192,6.3160622119903564,0.9162274170084856,8192,7293037592,3126558720
193,6.222903728485107,0.9048948330164421,8192,7293037592,3126558720
194,6.190763235092163,0.9972857909742743,8192,7293037592,3126558720
195,6.260293483734131,1.0499760000093374,8192,7293037592,3126558720
196,6.10369348526001,0.9945313750067726,8192,7293037592,3126558720
197,6.229569673538208,1.0303132919943891,8192,7293037592,3126558720
198,6.375798940658569,0.9959309999831021,8192,7293037592,3126558720
199,6.330068826675415,0.9262767499894835,8192,7293037592,3126558720
