step,loss,seconds
100,6.554174423217773,0.8891471659881063
101,6.650611400604248,0.8761992499930784
102,6.4538586139678955,0.8721350830164738
103,6.699419021606445,0.9454914169909898
104,6.6748292446136475,0.9144591249933001
105,6.534805536270142,0.9036207500030287
106,6.598156213760376,0.9079921669908799
107,6.44620418548584,0.894907958980184
108,6.668661594390869,0.9083179160079453
109,6.461154937744141,0.8491866669792216
110,6.512021541595459,0.9325147500203457
111,6.609214782714844,0.9248832919984125
112,6.580738067626953,0.9001067920180503
113,6.489387512207031,0.8989699170051608
114,6.649553298950195,0.909698292001849
115,6.646740674972534,0.9051831659744494
116,6.510870695114136,0.8615386250021402
117,6.632545232772827,0.9036724580219015
118,6.4914870262146,0.9525985420041252
119,6.526832103729248,0.8970499580027536
120,6.692339897155762,0.8961801669793203
121,6.53347110748291,0.8961262090015225
122,6.447418451309204,0.9017057919991203
123,6.543286323547363,0.8840155829966534
124,6.369140148162842,0.8733982499979902
125,6.599015474319458,0.9592174999997951
126,6.545938730239868,0.9274854170216713
127,6.469038724899292,0.9009223750035744
128,6.399785041809082,0.8961022500006948
129,6.337023019790649,0.9098535840166733
130,6.380190134048462,0.8956177910149563
131,6.553743124008179,0.8502856660052203
132,6.351738452911377,1.0145951669837814
133,6.44660496711731,1.0195467500016093
134,6.532844543457031,0.9080698339967057
135,6.430688381195068,0.8940871660015546
136,6.538402795791626,0.9025924169982318
137,6.447628974914551,0.9427700829983223
138,6.537210702896118,0.9284439999901224
139,6.40187931060791,0.8921547499776352
140,6.45246958732605,0.9650088749767747
141,6.828165769577026,0.9073467499983963
142,6.486193656921387,0.9202843329985626
143,6.499555349349976,0.9067032920138445
144,6.402381420135498,0.9088897080218885
145,6.655691623687744,0.8932322089967784
146,6.476037979125977,0.8563025420007762
147,6.496423721313477,0.9455589159915689
148,6.235485553741455,0.9260983330023009
149,6.456381797790527,0.8941761250025593
150,6.362990617752075,0.9196877919894177
151,6.310199737548828,0.9059567500080448
152,6.338505268096924,0.9028237909951713
153,6.446279525756836,0.8696207079919986
154,6.295165300369263,0.9138734579901211
155,6.31453275680542,0.9472674590069801
156,6.209386110305786,0.9164695419894997
157,6.275606870651245,0.9067510830063839
158,6.216542482376099,0.897270750021562
159,6.358881950378418,0.9029107500100508
160,6.505219459533691,0.8817761249956675
161,6.262003421783447,0.8539639590017032
162,6.587310314178467,0.9371978749986738
163,6.467859745025635,0.9194279579969589
164,6.47215723991394,0.8905172919912729
165,6.303162097930908,0.8987402910133824
166,6.2116992473602295,0.9007663750089705
167,6.439997434616089,0.8892717089911457
168,6.40142560005188,0.8485589170013554
169,6.247617959976196,0.9156775839801412
170,6.310312032699585,0.9217357090092264
171,6.4491798877716064,0.8969817079778295
172,6.17042350769043,0.8956684579898138
173,6.204944610595703,0.8914114170183893
174,6.374323844909668,0.9202489579911344
175,6.247751712799072,0.8741322499990929
176,6.2412025928497314,0.8742958329967223
177,6.233543395996094,0.940288874990074
178,6.380863189697266,0.9836569170001894
179,6.4056556224823,0.8998848340124823
180,6.4099555015563965,0.8913896250014659
181,6.261713981628418,0.9033090839802753
182,6.423833131790161,0.8989633749879431
183,6.347004413604736,0.8509356249996927
184,6.189964771270752,0.9398324590001721
185,6.245590686798096,0.932797000015853
186,6.52745246887207,0.895721125009004
187,6.369234085083008,0.8972807500103954
188,6.1955859661102295,0.8993959170184098
189,6.215963125228882,0.9029141670034733
190,6.32477068901062,0.844048291008221
191,6.19434928894043,0.9037925419979729
192,6.3160624504089355,0.9361952920153271
193,6.222903490066528,0.8943965420185123
194,6.190762996673584,0.8930400000244845
195,6.260293483734131,0.9007495830010157
196,6.103693723678589,0.8931709169992246
197,6.229569673538208,0.8698234999901615
198,6.375798940658569,0.8666943330026697
199,6.330069065093994,0.933722082991153
